o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|Unnamed: 9
5152|44|O|60568.34|19970104|3-MEDIUM|Clerk#000000963|0| for the blithely reg|
5153|113|O|193832.28|19950826|1-URGENT|Clerk#000000954|0| the furiously ironic foxes. express packages shall cajole carefully across|
5154|8|O|28070.86|19970413|3-MEDIUM|Clerk#000000316|0|inal requests. slyly regular deposits nag. even deposits haggle agains|
5155|77|F|70183.29|19940612|2-HIGH|Clerk#000000108|0|y pending deposits are ag|
5156|125|O|59439.44|19961104|5-LOW|Clerk#000000117|0|ngside of the multipliers solve slyly requests. regu|
5157|142|O|167056.34|19970706|4-NOT SPECIFIED|Clerk#000000689|0|closely above the unusual deposits. furiously|
5158|76|O|240284.95|19970121|1-URGENT|Clerk#000000541|0| regular foxes. even foxes wake blithely |
5159|106|O|147543.26|19960925|1-URGENT|Clerk#000000303|0|tegrate slyly around the slyly sly sauternes. final pa|
5184|85|O|209155.48|19980720|5-LOW|Clerk#000000250|0|nding accounts detect final, even|
5185|148|O|206179.68|19970725|3-MEDIUM|Clerk#000000195|0| regular ideas about the even ex|
5186|52|O|208892.63|19960803|1-URGENT|Clerk#000000332|0|pecial platelets. slyly final ac|
5187|55|O|46380.69|19970716|3-MEDIUM|Clerk#000000682|0|ckly according to t|
5188|140|P|66268.86|19950302|4-NOT SPECIFIED|Clerk#000000029|0|counts. finally ironic requests ab|
5189|71|F|184172.31|19931126|5-LOW|Clerk#000000940|0|e after the pending accounts. asymptotes boost. re|
5190|58|F|89684.31|19920426|5-LOW|Clerk#000000888|0|equests. slyly unusual|
5191|77|F|119910.04|19941211|4-NOT SPECIFIED|Clerk#000000318|0|ing, regular deposits alongside of the deposits boost fluffily quickly ev|
5216|59|O|16763.95|19970814|3-MEDIUM|Clerk#000000418|0|des boost across the platelets. slyly busy theodolit|
5217|35|O|135745.58|19951013|2-HIGH|Clerk#000000873|0|ons might wake quickly according to th|
5218|82|F|73882.37|19920730|4-NOT SPECIFIED|Clerk#000000683|0|y ruthless packages according to the bold, ironic package|
5219|88|O|21267.72|19970227|1-URGENT|Clerk#000000510|0|aggle always. foxes above the ironic deposits |
5220|10|F|24844.39|19920730|2-HIGH|Clerk#000000051|0| final packages. ideas detect slyly around|
5221|13|O|71968.1|19950609|4-NOT SPECIFIED|Clerk#000000324|0|lar accounts above the sl|
5222|80|F|1051.15|19940527|4-NOT SPECIFIED|Clerk#000000613|0|along the bold ideas. furiously final foxes snoo|
5223|149|F|105561.21|19940630|1-URGENT|Clerk#000000745|0|e. theodolites serve blithely unusual, final foxes. carefully pending packag|
5248|70|P|86958.28|19950415|2-HIGH|Clerk#000000737|0|theodolites cajole according to the silent packages. quickly ironic packages a|
5249|103|F|123586.03|19940906|3-MEDIUM|Clerk#000000019|0|refully bold accounts |
5250|97|O|29673.73|19950716|2-HIGH|Clerk#000000307|0|. carefully final instructions sleep among the finally regular dependen|
5251|34|O|34004.48|19950412|3-MEDIUM|Clerk#000000687|0| ironic dugouts detect. reque|
5252|91|O|173145.37|19960217|1-URGENT|Clerk#000000724|0| ironic accounts among the silent asym|
5253|148|P|108361.46|19950411|2-HIGH|Clerk#000000275|0|egular requests! blithely regular deposits alongside of t|
5254|112|F|196989.09|19920726|4-NOT SPECIFIED|Clerk#000000527|0|he express, even ideas cajole blithely special requests|
5255|64|O|75074.07|19960712|5-LOW|Clerk#000000591|0|ly slow forges. express foxes haggle. regular, even asymp|
5280|34|O|68052.7|19971203|3-MEDIUM|Clerk#000000604|0|riously ironic instructions. ironic ideas according to the accounts boost fur|
5281|124|O|179418.31|19951102|2-HIGH|Clerk#000000158|0|ackages haggle slyly a|
5282|50|O|94446.69|19980130|1-URGENT|Clerk#000000030|0|rding to the unusual, bold accounts. regular instructions|
5283|131|F|18594.66|19940604|3-MEDIUM|Clerk#000000579|0|ests. even, final ideas alongside of t|
5284|61|O|40548.99|19950709|4-NOT SPECIFIED|Clerk#000000155|0| careful dependencies use sly|
5285|70|F|99377.51|19940118|2-HIGH|Clerk#000000976|0|p across the furiously ironic deposits.|
5286|116|O|79646.89|19970926|5-LOW|Clerk#000000606|0|structions are furiously quickly ironic asymptotes. quickly iro|
5287|25|F|30045.95|19931222|5-LOW|Clerk#000000406|0|regular packages. bold instructions sleep always. carefully final p|
5312|65|F|66697.95|19950224|2-HIGH|Clerk#000000690|0|ter the even, bold foxe|
5313|13|O|159870.44|19970617|4-NOT SPECIFIED|Clerk#000000896|0|le. final courts haggle furiously according to the |
5314|34|O|26999.83|19950602|2-HIGH|Clerk#000000617|0|ions across the quickly special d|
5315|139|F|55554.97|19921029|4-NOT SPECIFIED|Clerk#000000035|0| furiously. quickly unusual packages use. sly|
5316|100|F|62316.61|19940131|1-URGENT|Clerk#000000734|0| requests haggle across the regular, pending deposits. furiously regular requ|
5317|37|F|228002.51|19940909|5-LOW|Clerk#000000687|0|jole quickly at the slyly pend|
5318|59|F|106935.19|19930404|2-HIGH|Clerk#000000663|0|efully regular dolphins. even ideas nag fluffily furiously even packa|
5319|98|O|68619.29|19960121|1-URGENT|Clerk#000000237|0|lent requests. quickly pe|
5344|109|O|88216.32|19980621|3-MEDIUM|Clerk#000000569|0|s. ironic excuses cajole across the|
5345|31|O|111924.56|19970824|1-URGENT|Clerk#000000057|0|r the slyly silent packages. pending, even pinto b|
5346|37|F|149536.2|19931226|2-HIGH|Clerk#000000220|0|gly close packages against the even, regular escapades boost evenly accordi|
5347|49|F|173024.71|19950222|3-MEDIUM|Clerk#000000180|0|onic, regular deposits. packag|
5348|53|O|119164.96|19971108|5-LOW|Clerk#000000497|0|totes. accounts after the furiously|
5349|67|O|38038.84|19960901|1-URGENT|Clerk#000000960|0|le along the carefully bold dolphins. carefully special packa|
5350|76|F|113417.03|19931010|5-LOW|Clerk#000000604|0|ccounts after the carefully pending requests believe |
5351|122|O|76799.25|19980511|1-URGENT|Clerk#000000443|0|to beans sleep furiously after the carefully even|
5376|149|F|98422.83|19940704|5-LOW|Clerk#000000392|0|. quickly ironic deposits integrate along|
5377|64|O|117728.37|19970424|2-HIGH|Clerk#000000917|0|ons nag blithely furiously regula|
5378|43|F|101899.93|19921025|1-URGENT|Clerk#000000520|0|n ideas. regular accounts haggle. ironic ideas use along the bold ideas. blith|
5379|89|O|47010.15|19950808|2-HIGH|Clerk#000000503|0|he unusual accounts. carefully special instructi|
5380|148|O|123014.83|19971012|1-URGENT|Clerk#000000481|0|le slyly about the slyly final dolphins. fu|
5381|32|F|223995.46|19930129|5-LOW|Clerk#000000531|0|arefully bold packages are slyly furiously ironic foxes. fluffil|
5382|35|F|138423.03|19920113|5-LOW|Clerk#000000809|0|lent deposits are according to the reg|
5383|31|O|11474.95|19950526|5-LOW|Clerk#000000409|0|ly bold requests hang furiously furiously unusual accounts. evenly unusu|
5408|23|F|123477.05|19920721|5-LOW|Clerk#000000735|0|egular requests according to the|
5409|13|F|145040.38|19920109|5-LOW|Clerk#000000171|0|eans. regular accounts are regul|
5410|22|O|139104.17|19980728|4-NOT SPECIFIED|Clerk#000000117|0|final deposits: pending excuses boost. ironic theodolites cajole furi|
5411|61|O|62541.27|19970516|3-MEDIUM|Clerk#000000800|0|equests cajole slyly furious|
5412|142|O|109979.71|19980120|2-HIGH|Clerk#000000151|0|ets boost furiously regular accounts. regular foxes above th|
5413|94|O|224382.57|19971017|1-URGENT|Clerk#000000066|0|e even excuses. always final depen|
5414|100|F|167017.39|19930325|4-NOT SPECIFIED|Clerk#000000242|0|lent dependencies? carefully express requests sleep furiously ac|
5415|23|F|176864.83|19920805|3-MEDIUM|Clerk#000000998|0|ly even ideas nag blithely above the final instructions|
5440|130|O|3223.17|19970112|1-URGENT|Clerk#000000154|0|posits boost regularly ironic packages. regular, ironic deposits wak|
5441|41|F|131891.05|19940721|4-NOT SPECIFIED|Clerk#000000257|0|after the furiously ironic |
5442|43|O|139332.94|19980113|4-NOT SPECIFIED|Clerk#000000954|0|ully. quickly express accounts against the|
5443|131|O|124950.79|19961010|4-NOT SPECIFIED|Clerk#000000492|0|al foxes could detect. blithely stealthy asymptotes kind|
5444|130|P|172908.01|19950318|1-URGENT|Clerk#000000677|0| asymptotes. asymptotes cajole quickly quickly bo|
5445|115|F|114990.63|19930726|5-LOW|Clerk#000000623|0|s. even, special requests cajole furiously even, |
5446|7|F|29920.8|19940621|5-LOW|Clerk#000000304|0| furiously final pac|
5447|13|O|29029.84|19960316|3-MEDIUM|Clerk#000000597|0|uternes around the furiously bold accounts wake after |
5472|70|F|221636.83|19930411|5-LOW|Clerk#000000552|0|counts. deposits about the slyly dogged pinto beans cajole slyly|
5473|65|F|63041.33|19920325|4-NOT SPECIFIED|Clerk#000000306|0|te the quickly stealthy ideas. even, regular deposits above|
5474|55|F|131079.52|19920601|4-NOT SPECIFIED|Clerk#000000487|0|gle blithely enticing ideas. final, exp|
5475|139|O|10645.48|19960707|5-LOW|Clerk#000000856|0|es shall boost slyly. furiously even deposits lose. instruc|
5476|91|O|26906.38|19971106|1-URGENT|Clerk#000000189|0|furiously final ideas. furiously bold dependencies sleep care|
5477|107|O|130125.64|19971230|5-LOW|Clerk#000000689|0|ckages. ironic deposits caj|
5478|116|O|97502.23|19960517|1-URGENT|Clerk#000000272|0|ckages. quickly pending deposits thrash furiously: bl|
5479|70|F|70553.45|19931222|3-MEDIUM|Clerk#000000335|0|ng asymptotes. pinto beans sleep care|
5504|19|F|41492.25|19930106|2-HIGH|Clerk#000000221|0|y pending packages. furiousl|
5505|95|O|147329.51|19971004|5-LOW|Clerk#000000719|0| final, regular packages according to the slyly ironic accounts nag ironica|
5506|91|F|8413.31|19931108|1-URGENT|Clerk#000000292|0|nusual theodolites. sly|
5507|2|O|140363.7|19980528|5-LOW|Clerk#000000692|0|the carefully ironic instructions are quickly iro|
5508|56|O|3808.05|19960621|1-URGENT|Clerk#000000128|0|y express packages cajole furiously. slyly unusual requests |
5509|80|F|135335.96|19940408|5-LOW|Clerk#000000164|0|usual deposits use packages. furiously final requests wake slyly about th|
5510|37|F|126948.81|19930108|3-MEDIUM|Clerk#000000819|0| nag slyly. carefully eve|
5511|79|F|151089.96|19941129|1-URGENT|Clerk#000000438|0|ng instructions integrate fluffily among the fluffily silent accounts. bli|
5536|116|O|108196.56|19980316|4-NOT SPECIFIED|Clerk#000000076|0| carefully final dolphins. ironic, ironic deposits lose. bold, |
5537|118|O|102207.2|19961003|3-MEDIUM|Clerk#000000742|0|ng to the daring, final |
5538|139|F|90981.28|19931225|1-URGENT|Clerk#000000992|0|ttainments. slyly final ideas are about the furiously silent excuses.|
5539|119|F|39397.6|19940731|5-LOW|Clerk#000000675|0|structions. slyly regular patterns solve above the carefully expres|
5540|130|O|90707.58|19961012|4-NOT SPECIFIED|Clerk#000000120|0|y ironic packages cajole blithely|
5541|143|O|37526.68|19970930|3-MEDIUM|Clerk#000000217|0|encies among the silent accounts sleep slyly quickly pending deposits|
5542|49|O|6402.41|19960420|4-NOT SPECIFIED|Clerk#000000100|0|riously among the regularly regular pac|
5543|115|F|118201.53|19930925|3-MEDIUM|Clerk#000000644|0|ckly regular epitaphs. carefully bold accounts haggle furiously|
5568|31|O|105421.09|19950607|3-MEDIUM|Clerk#000000491|0| nag. fluffily pending de|
5569|109|F|126113.32|19930430|4-NOT SPECIFIED|Clerk#000000759|0|e regular dependencies. furiously unusual ideas b|
5570|112|O|78567.55|19960812|2-HIGH|Clerk#000000795|0|eans. ironic, even requests doze |
5571|103|F|79248.35|19921219|4-NOT SPECIFIED|Clerk#000000184|0|ts cajole furiously carefully regular sheaves. un|
5572|8|F|182966.39|19940717|2-HIGH|Clerk#000000163|0|e fluffily express deposits cajole slyly across th|
5573|37|O|158479.37|19960815|3-MEDIUM|Clerk#000000055|0|lites. slyly final pinto beans about the carefully regul|
5574|28|F|129803.03|19920310|4-NOT SPECIFIED|Clerk#000000002|0|n deposits. special, regular t|
5575|103|O|51839.94|19950724|5-LOW|Clerk#000000948|0|uriously express frays breach|
5600|95|O|53649.35|19970208|4-NOT SPECIFIED|Clerk#000000019|0|lly regular deposits. car|
5601|11|F|118570.79|19920106|2-HIGH|Clerk#000000827|0|gular deposits wake platelets? blithe|
5602|130|O|67979.49|19970730|3-MEDIUM|Clerk#000000395|0|onic asymptotes haggl|
5603|71|F|145100.47|19920620|4-NOT SPECIFIED|Clerk#000000535|0| asymptotes. fluffily ironic instructions are. pending pinto bean|
5604|46|O|98987.51|19980414|4-NOT SPECIFIED|Clerk#000000123|0|ously across the blithely ironic pinto beans. sile|
5605|35|O|172899.84|19960822|2-HIGH|Clerk#000000538|0|sleep carefully final packages. dependencies wake slyly. theodol|
5606|149|O|219959.08|19961112|5-LOW|Clerk#000000688|0|uriously express pinto beans. packages sh|
5607|92|F|24660.06|19920101|4-NOT SPECIFIED|Clerk#000000137|0|c requests promise quickly fluffily ironic deposits. caref|
5632|79|O|89503.11|19960205|1-URGENT|Clerk#000000508|0|ons. blithely pending pinto beans thrash. furiously busy theodoli|
5633|79|O|207119.83|19980531|3-MEDIUM|Clerk#000000841|0|cial deposits wake final, final|
5634|68|O|99494.67|19960731|3-MEDIUM|Clerk#000000915|0|out the accounts. carefully ironic ideas are slyly. sheaves could h|
5635|70|F|192217.86|19920816|3-MEDIUM|Clerk#000000734|0|nal platelets sleep daringly. idle, final accounts about |
5636|122|F|143350.75|19950216|3-MEDIUM|Clerk#000000916|0|. boldly even Tiresias sleep. blithely ironic packages among the ca|
5637|103|O|128776.9|19960617|3-MEDIUM|Clerk#000000183|0|nic dolphins are regular packages. ironic pinto beans hagg|
5638|109|F|79197.77|19940117|1-URGENT|Clerk#000000355|0|enly bold deposits eat. special realms play against the regular, speci|
5639|145|F|9669.46|19940602|3-MEDIUM|Clerk#000000005|0|ending packages use after the blithely regular accounts. regular package|
5664|119|O|186215.81|19980723|2-HIGH|Clerk#000000789|0|the quickly ironic dolp|
5665|100|F|129821.09|19930628|4-NOT SPECIFIED|Clerk#000000513|0| carefully special instructions. ironic pinto beans nag slyly blithe|
5666|14|F|121663.68|19940202|2-HIGH|Clerk#000000396|0|mptotes. quickly final instructions are |
5667|44|O|37301.25|19950810|1-URGENT|Clerk#000000358|0|s print upon the quickly ironic packa|
5668|109|F|13679.32|19950322|4-NOT SPECIFIED|Clerk#000000047|0|p slyly slyly express accoun|
5669|74|O|113156.3|19960506|1-URGENT|Clerk#000000336|0|ng packages nag fluffily furio|
5670|7|F|101429.61|19930421|5-LOW|Clerk#000000922|0|he carefully final packages. deposits are slyly among the requests. |
5671|43|O|176647.54|19980206|2-HIGH|Clerk#000000838|0|k dependencies. slyly |
5696|142|P|198723.3|19950504|1-URGENT|Clerk#000000447|0|e quickly unusual pack|
5697|55|F|99177.69|19921005|1-URGENT|Clerk#000000112|0|pendencies impress furiously. bold, final requests solve ab|
5698|95|F|154936.43|19940521|3-MEDIUM|Clerk#000000455|0|he furiously silent accounts haggle blithely against the carefully unusual|
5699|142|F|226314.91|19920730|5-LOW|Clerk#000000311|0|o beans. ironic asymptotes boost. blithe, final courts integrate|
5700|143|O|79901.18|19971225|1-URGENT|Clerk#000000618|0|ly pending dolphins sleep carefully slyly pending i|
5701|43|O|16689.19|19970207|5-LOW|Clerk#000000798|0| blithely final pinto beans. blit|
5702|97|F|153024.28|19930907|4-NOT SPECIFIED|Clerk#000000743|0|ironic accounts. final accounts wake express deposits. final pac|
5703|121|F|1816.28|19930516|3-MEDIUM|Clerk#000000647|0|ly special instructions. slyly even reque|
5728|80|F|85397.04|19941211|4-NOT SPECIFIED|Clerk#000000426|0|furiously express pin|
5729|44|F|88080.33|19941010|2-HIGH|Clerk#000000843|0|uffily sly accounts about|
5730|11|O|10934.84|19971218|1-URGENT|Clerk#000000181|0|l platelets. ironic pinto beans wake slyly. quickly b|
5731|8|O|57823.37|19970517|5-LOW|Clerk#000000841|0| silent excuses among the express accounts wake |
5732|37|O|28330.42|19970803|1-URGENT|Clerk#000000910|0|he quickly bold asymptotes: final platelets wake quickly. blithely final pinto|
5733|101|F|38545.97|19930317|2-HIGH|Clerk#000000873|0|osits. pending accounts boost quickly. furiously permanent acco|
5734|94|O|45860.94|19971012|3-MEDIUM|Clerk#000000084|0|efully even braids detect blithely alo|
5735|40|F|39358.51|19941211|3-MEDIUM|Clerk#000000600|0| bold realms cajole slyly fu|
5760|25|F|59404.77|19940525|4-NOT SPECIFIED|Clerk#000000498|0|s among the blithely regular frays haggle ironically bold theodolites. al|
5761|16|O|130345.9|19980706|3-MEDIUM|Clerk#000000208|0|s asymptotes cajole boldly. regular, |
5762|49|O|165019.32|19970214|1-URGENT|Clerk#000000901|0|ly bold packages: slyly ironic deposits sleep quietly foxes. express a|
5763|8|O|140838.11|19980626|4-NOT SPECIFIED|Clerk#000000633|0|according to the furiously regular pinto beans. even accounts wake fu|
5764|131|F|53212.95|19931003|4-NOT SPECIFIED|Clerk#000000363|0| furiously regular deposits haggle fluffily around th|
5765|52|F|249900.42|19941215|5-LOW|Clerk#000000959|0|longside of the quickly final packages. instructions so|
5766|49|F|47940.51|19930927|5-LOW|Clerk#000000753|0|. quickly final packages print slyly. fu|
5767|118|F|135643.87|19920429|2-HIGH|Clerk#000000225|0|ts wake fluffily above the r|
5792|26|F|158991.89|19930404|2-HIGH|Clerk#000000731|0|packages. doggedly bold deposits integrate furiously across the|
5793|37|O|119887.47|19970713|2-HIGH|Clerk#000000294|0|thely. fluffily even instructi|
5794|8|F|122823.78|19930405|5-LOW|Clerk#000000855|0|t accounts kindle about the gifts. as|
5795|37|F|35514.45|19920505|2-HIGH|Clerk#000000581|0| even instructions x-ray ironic req|
5796|149|O|23280.61|19960123|3-MEDIUM|Clerk#000000326|0|eodolites. slyly ironic pinto beans at the silent, special request|
5797|122|O|15313.61|19971015|4-NOT SPECIFIED|Clerk#000000381|0|ng! packages against the blithely b|
5798|106|O|125011.92|19980330|5-LOW|Clerk#000000343|0|lent accounts affix quickly! platelets run slyly slyly final packages. f|
5799|26|O|71381.21|19950803|1-URGENT|Clerk#000000238|0| unusual deposits sleep blithely along the carefully even requests. care|
5824|56|O|169107.85|19961203|2-HIGH|Clerk#000000171|0|unusual packages. even ideas along the even requests are along th|
5825|61|F|23020.62|19950221|5-LOW|Clerk#000000494|0|regular packages use bravely.|
5826|22|O|21119.86|19980613|1-URGENT|Clerk#000000087|0|even, regular dependenc|
5827|31|O|137297.71|19980723|3-MEDIUM|Clerk#000000660|0|hely furiously blithe dolphins. slyly |
5828|127|F|62172.34|19940306|5-LOW|Clerk#000000377|0|ages boost never during the final packa|
5829|125|O|183734.56|19970111|1-URGENT|Clerk#000000196|0|gular accounts. bold accounts are blithely furiously ironic r|
5830|85|F|28223.57|19930325|3-MEDIUM|Clerk#000000233|0|lites haggle. ironic, ironic instructions maintain blit|
5831|139|O|113505.19|19961117|5-LOW|Clerk#000000585|0|s final, final pinto beans. unusual depos|
5856|37|F|71460.49|19941106|2-HIGH|Clerk#000000634|0|special excuses. slyly final theodolites cajole blithely furiou|
5857|124|O|158345.31|19971106|4-NOT SPECIFIED|Clerk#000000267|0|gage blithely. quickly special ac|
5858|64|F|181320.5|19920714|4-NOT SPECIFIED|Clerk#000000580|0|lyly pending dugouts believe through the ironic deposits. silent s|
5859|5|O|210643.96|19970423|1-URGENT|Clerk#000000993|0|requests boost. asymptotes across the deposits solve slyly furiously pendin|
5860|13|F|9495.28|19920220|4-NOT SPECIFIED|Clerk#000000079|0| beans. bold, special foxes sleep about the ir|
5861|139|O|41450.19|19970410|3-MEDIUM|Clerk#000000094|0|rthogs cajole slyly. express packages sleep blithely final |
5862|64|O|30550.9|19970220|1-URGENT|Clerk#000000039|0|leep beneath the quickly busy excuses. ironic theodolit|
5863|65|F|67941.54|19931122|3-MEDIUM|Clerk#000000774|0|ets about the slyly pending ideas sleep according to the blithely |
5888|46|O|67167.19|19960928|3-MEDIUM|Clerk#000000748|0|quickly against the furiously final requests. evenly fi|
5889|22|O|15417.57|19950523|5-LOW|Clerk#000000690|0|ites wake across the slyly ironic|
5890|49|F|41162.24|19921104|2-HIGH|Clerk#000000013|0|packages. final, final reques|
5891|46|F|41760.0|19921229|3-MEDIUM|Clerk#000000302|0|ounts haggle furiously abo|
5892|101|P|92340.77|19950509|5-LOW|Clerk#000000639|0| pending instruction|
5893|2|F|44777.63|19920708|4-NOT SPECIFIED|Clerk#000000560|0|final sentiments. instructions boost above the never speci|
5894|71|F|70377.31|19940813|2-HIGH|Clerk#000000776|0|regular deposits wake|
5895|64|O|201419.83|19970101|4-NOT SPECIFIED|Clerk#000000747|0| ironic, unusual requests cajole blithely special, special deposits. s|
5920|119|F|142767.26|19941120|2-HIGH|Clerk#000000081|0|ns: even ideas cajole slyly among the packages. never ironic patterns|
5921|58|F|152940.0|19940407|5-LOW|Clerk#000000125|0|kly special requests breach.|
5922|143|O|142494.99|19961114|5-LOW|Clerk#000000625|0| ironic instructions haggle furiously blithely regular accounts: even platele|
5923|101|O|157968.27|19970527|2-HIGH|Clerk#000000304|0|o beans haggle slyly above the regular, even dependencies|
5924|31|O|106823.97|19951010|3-MEDIUM|Clerk#000000433|0|arefully after the pains. blithely ironic pinto |
5925|146|O|242588.87|19951113|5-LOW|Clerk#000000602|0|ourts. boldly regular foxes might sleep. slyly express tithes against |
5926|76|F|105770.53|19940520|5-LOW|Clerk#000000071|0| carefully after the furiously even re|
5927|116|O|84983.9|19970828|4-NOT SPECIFIED|Clerk#000000972|0|endencies according to the slyly ironic foxes detect furiously about the furio|
5952|148|O|128624.99|19970414|3-MEDIUM|Clerk#000000950|0| regular, final pla|
5953|7|F|95312.81|19920328|1-URGENT|Clerk#000000049|0|ages are furiously. slowly bold requests|
5954|28|F|167262.34|19921203|1-URGENT|Clerk#000000968|0|requests along the blith|
5955|94|P|67944.38|19950327|5-LOW|Clerk#000000340|0|deas integrate. fluffily regular pa|
5956|22|O|118036.54|19980518|1-URGENT|Clerk#000000587|0|le even, express platelets.|
5957|89|F|230949.45|19931227|2-HIGH|Clerk#000000020|0| dependencies are slyly. bold accounts according to the carefully regular r|
5958|115|O|145060.41|19950916|3-MEDIUM|Clerk#000000787|0|e final requests detect alongside of the qu|
5959|23|F|195515.26|19920515|3-MEDIUM|Clerk#000000913|0|into beans use ironic, unusual foxes. carefully regular excuses boost caref|
5984|70|F|83413.3|19940618|5-LOW|Clerk#000000023|0|ickly final pains haggle along the furiously ironic pinto bea|
5985|143|F|3942.73|19950112|3-MEDIUM|Clerk#000000417|0|as nag fluffily slyly permanent accounts. regular depo|
5986|115|F|92187.8|19920422|2-HIGH|Clerk#000000674|0|iously unusual notornis are |
5987|64|O|98956.82|19960803|1-URGENT|Clerk#000000464|0| ideas. quietly final accounts haggle blithely pending escapade|
5988|31|F|41655.51|19931122|4-NOT SPECIFIED|Clerk#000000867|0|fully express accounts. final pi|
