,p_partkey,p_name,p_mfgr,p_brand,p_type,data,p_container,p_retailprice,p_comment,Unnamed: 9,p_type_suffix,ps_partkey,ps_suppkey,ps_availqty,ps_supplycost,ps_comment,Unnamed: 5,s_suppkey,s_name,s_address,s_nationkey,s_phone,s_acctbal,s_comment,Unnamed: 7,n_nationkey,n_name,n_regionkey,n_comment,Unnamed: 4,r_regionkey,r_name,r_comment,Unnamed: 3
18044,11021,ivory moccasin red lavender medium,Manufacturer#1,Brand#15,PROMO POLISHED STEEL,46,SM DRUM,932.02,ake furiously ,,STEEL,11021,22,6827,13.52,"te blithely express ideas. fluffily ironic ideas breach fluffily bold, special acc",,22,Supplier#000000022,"okiiQFk 8lm6EVX6Q0,bEcO",4,14-144-830-2814,-966.2, ironically among the deposits. closely expre,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18122,10517,sandy wheat puff linen ivory,Manufacturer#5,Brand#55,ECONOMY POLISHED STEEL,47,LG CAN,1427.51,al theodolites ,,STEEL,10517,38,6135,56.46," realms alongside of the pending packages nag blithely even accounts. bravely unusual excuses detect regular, unusual sentimen",,38,Supplier#000000038,xEcx45vD0FXHT7c9mvWFY,4,14-361-296-6426,2512.41,ins. fluffily special accounts haggle slyly af,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18145,16239,firebrick sandy dim beige purple,Manufacturer#2,Brand#24,MEDIUM BRUSHED STEEL,42,WRAP BAG,1155.23,ful packages. d,,STEEL,16239,38,4529,576.22,refully final packages boost. daring pinto beans are quickly along the excuses. final deposits nag. deposits are along the furiously ironic warhorses. ironi,,38,Supplier#000000038,xEcx45vD0FXHT7c9mvWFY,4,14-361-296-6426,2512.41,ins. fluffily special accounts haggle slyly af,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18147,16771,peru navajo ivory light puff,Manufacturer#2,Brand#23,STANDARD POLISHED STEEL,49,MED BAG,1687.77,ly brave acc,,STEEL,16771,38,5489,996.44,lyly special deposits. fluffily regular excuses print alongside of the ruth,,38,Supplier#000000038,xEcx45vD0FXHT7c9mvWFY,4,14-361-296-6426,2512.41,ins. fluffily special accounts haggle slyly af,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18148,17037,sienna grey cornflower goldenrod coral,Manufacturer#3,Brand#35,MEDIUM BRUSHED STEEL,45,LG CAN,954.03,he blithely regu,,STEEL,17037,38,8164,87.18,ithely regular instructions haggle after the carefully pending frays. asymptotes among the furiously unusual accounts boost after the ,,38,Supplier#000000038,xEcx45vD0FXHT7c9mvWFY,4,14-361-296-6426,2512.41,ins. fluffily special accounts haggle slyly af,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18216,14001,lace lemon puff linen beige,Manufacturer#3,Brand#35,ECONOMY BRUSHED STEEL,44,WRAP PACK,915.0,nic ideas. even dep,,STEEL,14001,794,2562,688.07,tes are about the fluffily regular excuses. pinto ,,794,Supplier#000000794,"ZUzPptVa1Vq9Xo9Pq8rPENR,0KGFd1Q214Hq3dJ",4,14-851-370-3696,9271.66,s against the unusual packages use about the,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18262,5535,rosy bisque lace coral black,Manufacturer#3,Brand#33,LARGE ANODIZED STEEL,50,SM BAG,1440.53,fluffily final depo,,STEEL,5535,301,3880,37.77,hely across the pending accounts. enticing deposits after the furiously regular excuses nag quickly furiously special requests. slyly regular pinto beans sublate against the even theod,,301,Supplier#000000301,YPFTsQOPRAGIlBw,4,14-434-699-9741,6472.62,express foxes sleep carefully even packages. carefully special ideas cajole slyly. carefully r,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18330,2562,light burlywood azure blue yellow,Manufacturer#3,Brand#33,STANDARD POLISHED STEEL,46,MED BAG,1464.56,cies sleep. c,,STEEL,2562,67,6571,672.94, slyly special requests. slyly regular waters grow slyly blithely unusual forges. blithely express packages sleep. accounts sublate furiously carefully dogged,,67,Supplier#000000067,7YrEKJncHFk5D W7ZaqfAXV,4,14-563-538-1657,3576.55,ray slyly final foxes. furio,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18333,3307,lime aquamarine lace cream gainsboro,Manufacturer#2,Brand#24,STANDARD PLATED STEEL,48,LG CAN,1210.3,s haggle slyly caref,,STEEL,3307,67,3361,694.67,"s boost around the slyly final pinto beans. express, express packages around the blithely regular foxes nag theodolites. bold theodolites nag regular, final instructions. ideas i",,67,Supplier#000000067,7YrEKJncHFk5D W7ZaqfAXV,4,14-563-538-1657,3576.55,ray slyly final foxes. furio,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18379,14802,rose antique magenta hot steel,Manufacturer#3,Brand#35,ECONOMY BURNISHED STEEL,44,WRAP BAG,1716.8,quests affix.,,STEEL,14802,67,9291,565.94,elets cajole furiously even foxes. theodolites impress bravely above the final cour,,67,Supplier#000000067,7YrEKJncHFk5D W7ZaqfAXV,4,14-563-538-1657,3576.55,ray slyly final foxes. furio,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18406,1566,peach peru forest magenta ivory,Manufacturer#5,Brand#55,LARGE BURNISHED STEEL,46,JUMBO BOX,1467.56,maintain,,STEEL,1566,69,3693,369.8,"ged packages boost regular, regular excuses. ironic warhorses are carefully. blithely bold foxes nag across the bold requests. carefully even requests nag around the express packages-- accou",,69,Supplier#000000069,"T2Dl9,f97e333eRuMi2z ",4,14-491-707-8310,8466.5,! carefully ironic instructions nag quickly pending requests. fluffily even deposits sleep a,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18410,2564,azure sienna royal papaya lace,Manufacturer#2,Brand#21,ECONOMY PLATED STEEL,50,WRAP CAN,1466.56,nts. clos,,STEEL,2564,69,5496,719.57," even accounts according to the closely regular accounts nod at the pending foxes. slyly regular waters must sleep about the final, pending platelets",,69,Supplier#000000069,"T2Dl9,f97e333eRuMi2z ",4,14-491-707-8310,8466.5,! carefully ironic instructions nag quickly pending requests. fluffily even deposits sleep a,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18427,6812,lime chartreuse papaya blue blush,Manufacturer#4,Brand#41,MEDIUM BURNISHED STEEL,45,SM CAN,1718.81, accounts haggl,,STEEL,6812,69,4814,545.28,re slyly about the blithely pending sheaves. express platelets wake accordi,,69,Supplier#000000069,"T2Dl9,f97e333eRuMi2z ",4,14-491-707-8310,8466.5,! carefully ironic instructions nag quickly pending requests. fluffily even deposits sleep a,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18454,13542,peach dim honeydew grey beige,Manufacturer#4,Brand#42,STANDARD ANODIZED STEEL,47,LG BAG,1455.54,ests impr,,STEEL,13542,69,1555,477.04,xpress packages. pending theodolites haggle slyly regular foxes. slyly regular accounts,,69,Supplier#000000069,"T2Dl9,f97e333eRuMi2z ",4,14-491-707-8310,8466.5,! carefully ironic instructions nag quickly pending requests. fluffily even deposits sleep a,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18465,16270,violet linen khaki indian cornflower,Manufacturer#2,Brand#21,ECONOMY PLATED STEEL,43,WRAP JAR,1186.27,refully ab,,STEEL,16270,69,19,193.25,ep blithely special packages. blithely final instructions around the silent pinto beans cajole carefully furiously pending deposi,,69,Supplier#000000069,"T2Dl9,f97e333eRuMi2z ",4,14-491-707-8310,8466.5,! carefully ironic instructions nag quickly pending requests. fluffily even deposits sleep a,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18466,16536,drab dark lemon pink slate,Manufacturer#2,Brand#24,ECONOMY PLATED STEEL,45,WRAP PACK,1452.53,fully quick instructi,,STEEL,16536,69,8689,756.23,requests cajole after the asymptotes. ironic dolphins nag furiously. ironic asymptotes upon the ruthlessly regular accounts detect above the fluffily express asymptotes. unusual dep,,69,Supplier#000000069,"T2Dl9,f97e333eRuMi2z ",4,14-491-707-8310,8466.5,! carefully ironic instructions nag quickly pending requests. fluffily even deposits sleep a,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18471,17801,firebrick azure magenta goldenrod wheat,Manufacturer#1,Brand#12,PROMO ANODIZED STEEL,49,WRAP BAG,1718.8,ticingly. furiou,,STEEL,17801,69,441,481.99,ongside of the quiet foxes are blithely about the ironic requests. quickly sly packages nag. furiously regular pinto beans affix. slyly even foxes boost bli,,69,Supplier#000000069,"T2Dl9,f97e333eRuMi2z ",4,14-491-707-8310,8466.5,! carefully ironic instructions nag quickly pending requests. fluffily even deposits sleep a,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18521,10321,dark linen brown bisque azure,Manufacturer#3,Brand#35,ECONOMY PLATED STEEL,47,SM CASE,1231.32,quests. blithely sl,,STEEL,10321,582,1611,431.59,ependencies. bold grouches sleep packages. unusual instructions boost across the regular notornis; fluffily special dolphins use slyly about the carefully final platelets. even id,,582,Supplier#000000582,o6h0Bjjwags0FDRSAoKJPCWyt,4,14-341-851-2277,6178.48,"ly unusual packages. regular, pending foxes are blithely. fluffily ",,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18524,11059,indian moccasin pale forest chocolate,Manufacturer#5,Brand#55,ECONOMY BURNISHED STEEL,47,MED JAR,970.05,r excuses ,,STEEL,11059,582,6036,237.43,"uickly bold foxes-- final, express accounts about the slyly even foxes boost c",,582,Supplier#000000582,o6h0Bjjwags0FDRSAoKJPCWyt,4,14-341-851-2277,6178.48,"ly unusual packages. regular, pending foxes are blithely. fluffily ",,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18553,18313,firebrick pink mint powder blanched,Manufacturer#1,Brand#15,LARGE BRUSHED STEEL,43,LG BOX,1231.31,efully ironic packa,,STEEL,18313,582,8290,132.65,its. furiously even deposits thrash according to the furiously unusual packages. carefully ironic ,,582,Supplier#000000582,o6h0Bjjwags0FDRSAoKJPCWyt,4,14-341-851-2277,6178.48,"ly unusual packages. regular, pending foxes are blithely. fluffily ",,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18574,3588,misty olive drab cornsilk ghost,Manufacturer#1,Brand#14,MEDIUM PLATED STEEL,43,SM PKG,1491.58, package,,STEEL,3588,842,9634,822.99," final ideas. pending, final requests nag daringly carefully ironic accounts! fluffily regular",,842,Supplier#000000842,3D3tmBm8zD3A BxuTWfoKXD,4,14-977-614-8564,8732.97,dolites impress quickly about ,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18589,7327,mint navajo light peru ivory,Manufacturer#5,Brand#52,SMALL ANODIZED STEEL,43,SM BAG,1234.32,thrash car,,STEEL,7327,842,7794,868.5,ias boost. final ideas affix fluffily blithely ironic deposits. regular packages haggle carefully. even deposits nag furiously. furiously pending dolphins are ,,842,Supplier#000000842,3D3tmBm8zD3A BxuTWfoKXD,4,14-977-614-8564,8732.97,dolites impress quickly about ,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18601,10321,dark linen brown bisque azure,Manufacturer#3,Brand#35,ECONOMY PLATED STEEL,47,SM CASE,1231.32,quests. blithely sl,,STEEL,10321,842,2381,214.93,"he pending theodolites nod about the blithely ironic requests. final, pending accounts according to the even ideas nod unusual requests. regular instructions should cajole! ir",,842,Supplier#000000842,3D3tmBm8zD3A BxuTWfoKXD,4,14-977-614-8564,8732.97,dolites impress quickly about ,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
18613,13315,cornflower midnight coral lime lawn,Manufacturer#2,Brand#25,ECONOMY BRUSHED STEEL,49,LG JAR,1228.31,egular packages. ,,STEEL,13315,842,8376,922.16,ly pending packages serve carefully. furiously ironic ideas are furiously even packages; blithely bold foxes are across the care,,842,Supplier#000000842,3D3tmBm8zD3A BxuTWfoKXD,4,14-977-614-8564,8732.97,dolites impress quickly about ,,4,EGYPT,4,y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
